Class	Type	Prop	Disabled
PlatterSettings	bool	EnableOverlayForTools	
PlatterSettings	uint	LastViewedChangelogVersion	
PlatterSettings	bool	Modals_FirstLaunchTutorial	
PlatterSettings	ProxyBinding	PlatterDepthDecreaseAction	
PlatterSettings	ProxyBinding	PlatterDepthIncreaseAction	
PlatterSettings	ProxyBinding	PlatterOpenPanel	
PlatterSettings	ProxyBinding	PlatterToggleRender	
PlatterSettings	ProxyBinding	PlatterToggleSpawn	
PlatterSettings	ProxyBinding	PlatterWidthDecreaseAction	
PlatterSettings	ProxyBinding	PlatterWidthIncreaseAction	
PlatterSettings	bool	RenderParcels	
PlopTheGrowablesSettings	bool	DisableLevelling	
PlopTheGrowablesSettings	bool	LockPloppedBuildings	
PlopTheGrowablesSettings	bool	NoAbandonment	
PlopTheGrowablesSettings	bool	SpawnedZoneDespawn	
PrefabAssetFixesSettings	bool	AdditionalTransformers	TRUE
PrefabAssetFixesSettings	bool	FRCiltyHall	
PrefabAssetFixesSettings	bool	Hospital	
PrefabAssetFixesSettings	bool	HoveringPoles	
PrefabAssetFixesSettings	int	IndustrialCompanyWorker	
PrefabAssetFixesSettings	bool	LHTBusStation02	
PrefabAssetFixesSettings	bool	LHTCargoHarbor01	
PrefabAssetFixesSettings	bool	LHTTaxiDepot01	
PrefabAssetFixesSettings	bool	LHTTramDepot01	
PrefabAssetFixesSettings	bool	NLLowHousehold	
PrefabAssetFixesSettings	bool	Prison	
PrefabAssetFixesSettings	bool	PrisonVan	TRUE
PrefabAssetFixesSettings	bool	Recycling	TRUE
PrefabAssetFixesSettings	bool	RHTBusStation01	
PrefabAssetFixesSettings	bool	RSClinic	
PrefabAssetFixesSettings	bool	SolarParking	
PrefabAssetFixesSettings	bool	Storage	TRUE
PrefabAssetFixesSettings	bool	USSWHospital	
PublicWorksPlusSettings	float	AirplanePassengerScalar	
PublicWorksPlusSettings	float	BusDepotScalar	
PublicWorksPlusSettings	float	BusPassengerScalar	
PublicWorksPlusSettings	float	CargoStationMaxTrucksScalar	
PublicWorksPlusSettings	float	CoalTruckScalar	
PublicWorksPlusSettings	float	DeliveryVanCargoScalar	
PublicWorksPlusSettings	bool	EnableDebugLogging	TRUE
PublicWorksPlusSettings	bool	EnableLineVehicleCountTuner	
PublicWorksPlusSettings	float	ExtractorMaxTrucksScalar	
PublicWorksPlusSettings	float	FerryDepotScalar	
PublicWorksPlusSettings	float	FerryPassengerScalar	
PublicWorksPlusSettings	float	MotorbikeDeliveryCargoScalar	
PublicWorksPlusSettings	float	ParkMaintenanceDepotScalar	
PublicWorksPlusSettings	float	ParkMaintenanceVehicleCapacityScalar	
PublicWorksPlusSettings	float	ParkMaintenanceVehicleRateScalar	
PublicWorksPlusSettings	float	RoadMaintenanceDepotScalar	
PublicWorksPlusSettings	float	RoadMaintenanceVehicleCapacityScalar	
PublicWorksPlusSettings	float	RoadMaintenanceVehicleRateScalar	
PublicWorksPlusSettings	float	RoadWearScalar	
PublicWorksPlusSettings	float	SemiTruckCargoScalar	
PublicWorksPlusSettings	float	ShipPassengerScalar	
PublicWorksPlusSettings	float	SubwayDepotScalar	
PublicWorksPlusSettings	float	SubwayPassengerScalar	
PublicWorksPlusSettings	float	TaxiDepotScalar	
PublicWorksPlusSettings	float	TrainDepotScalar	
PublicWorksPlusSettings	float	TrainPassengerScalar	
PublicWorksPlusSettings	float	TramDepotScalar	
PublicWorksPlusSettings	float	TramPassengerScalar	
RealisticIndustrialPowerConsumptionSettings	bool	EnableMod	
RealisticIndustrialPowerConsumptionSettings	int	GiganticMultiplier	
RealisticIndustrialPowerConsumptionSettings	int	HugeMultiplier	
RealisticIndustrialPowerConsumptionSettings	int	IndustrialPowerConsumption	
RealisticIndustrialPowerConsumptionSettings	int	LargeMultiplier	
RealisticIndustrialPowerConsumptionSettings	int	MassiveMultiplier	
RealisticIndustrialPowerConsumptionSettings	int	MediumMultiplier	
RealisticIndustrialPowerConsumptionSettings	int	SmallMultiplier	
RealisticIndustrialPowerConsumptionSettings	int	VeryLargeMultiplier	
RealisticJobSearchSettings	float	alpha_jobs	
RealisticJobSearchSettings	float	beta_minute	
RealisticJobSearchSettings	bool	debug	TRUE
RealisticJobSearchSettings	float	max_accept	
RealisticJobSearchSettings	float	min_accept	
RealisticJobSearchSettings	float	weight_free_jobs	
RealisticJobSearchSettings	float	weight_total_jobs	
RealisticParkingSettings	bool	EnableInducedDemand	
RealisticParkingSettings	bool	EnableParkingMins	
RealisticParkingSettings	bool	EnableRerouteDistance	
RealisticParkingSettings	float	GarageSpotsPerResProp	
RealisticParkingSettings	float	GarageSpotsPerWorker	
RealisticParkingSettings	int	InducedDemandCooldown	
RealisticParkingSettings	int	InducedDemandInitialTolerance	
RealisticParkingSettings	string	InducedDemandPreset	
RealisticParkingSettings	float	InducedDemandQueueSizePerSpot	
RealisticParkingSettings	int	RerouteDistance	
RealisticPathFindingSettings	float	alleyway_bias	
RealisticPathFindingSettings	float	average_walk_speed_adult	
RealisticPathFindingSettings	float	average_walk_speed_child	
RealisticPathFindingSettings	float	average_walk_speed_elderly	
RealisticPathFindingSettings	float	average_walk_speed_teen	
RealisticPathFindingSettings	float	base_turn_penalty	
RealisticPathFindingSettings	int	bike_adult_percent	
RealisticPathFindingSettings	float	bike_long_comfort_m	
RealisticPathFindingSettings	float	bike_long_min_mult	
RealisticPathFindingSettings	float	bike_long_ramp_m	
RealisticPathFindingSettings	int	bike_senior_percent	
RealisticPathFindingSettings	float	bike_short_comfort_m	
RealisticPathFindingSettings	float	bike_short_min_mult	
RealisticPathFindingSettings	int	bike_teen_percent	
RealisticPathFindingSettings	float	bus_mode_weight	
RealisticPathFindingSettings	float	car_mode_weight	
RealisticPathFindingSettings	float	choice_tau_sec	
RealisticPathFindingSettings	float	collector_bias	
RealisticPathFindingSettings	float	cong_alpha	
RealisticPathFindingSettings	float	cong_max_density	
RealisticPathFindingSettings	float	cong_max_ratio	
RealisticPathFindingSettings	float	cong_min_ff_mps	
RealisticPathFindingSettings	float	cong_min_push_sec	
RealisticPathFindingSettings	float	cong_min_sample_sec	
RealisticPathFindingSettings	float	crowdness_factor	
RealisticPathFindingSettings	float	crowdness_stop_threashold	
RealisticPathFindingSettings	bool	disable_ped_cost	
RealisticPathFindingSettings	float	feeder_trunk_transfer_penalty	
RealisticPathFindingSettings	float	ferry_mode_weight	
RealisticPathFindingSettings	float	local_bias	
RealisticPathFindingSettings	float	max_turn_agle_deg	
RealisticPathFindingSettings	float	min_turn_agle_deg	
RealisticPathFindingSettings	float	nonbus_buslane_penalty_sec	
RealisticPathFindingSettings	float	ped_crosswalk_factor	
RealisticPathFindingSettings	float	ped_unsafe_crosswalk_factor	
RealisticPathFindingSettings	float	ped_walk_time_factor	
RealisticPathFindingSettings	float	scheduled_wt_factor	
RealisticPathFindingSettings	float	subway_mode_weight	
RealisticPathFindingSettings	float	taxi_fare_increase	
RealisticPathFindingSettings	float	taxi_passengers_waiting_threashold	
RealisticPathFindingSettings	float	train_mode_weight	
RealisticPathFindingSettings	float	tram_mode_weight	
RealisticPathFindingSettings	float	transfer_penalty	
RealisticPathFindingSettings	float	uturn_sec_penalty	
RealisticPathFindingSettings	float	uturn_threshold_deg	
RealisticPathFindingSettings	float	waiting_time_factor	
RealisticPathFindingSettings	float	walk_long_comfort_m	
RealisticPathFindingSettings	float	walk_long_min_mult	
RealisticPathFindingSettings	float	walk_long_ramp_m	
RealisticTripsSettings	float	average_commute	
RealisticTripsSettings	int	avg_time_beverages	
RealisticTripsSettings	int	avg_time_chemicals	
RealisticTripsSettings	int	avg_time_convenienceFood	
RealisticTripsSettings	int	avg_time_electronics	
RealisticTripsSettings	int	avg_time_entertainment	
RealisticTripsSettings	int	avg_time_financial	
RealisticTripsSettings	int	avg_time_food	
RealisticTripsSettings	int	avg_time_furniture	
RealisticTripsSettings	int	avg_time_meals	
RealisticTripsSettings	int	avg_time_media	
RealisticTripsSettings	int	avg_time_paper	
RealisticTripsSettings	int	avg_time_petrochemicals	
RealisticTripsSettings	int	avg_time_pharmaceuticals	
RealisticTripsSettings	int	avg_time_plastics	
RealisticTripsSettings	int	avg_time_recreation	
RealisticTripsSettings	int	avg_time_software	
RealisticTripsSettings	int	avg_time_telecom	
RealisticTripsSettings	int	avg_time_textiles	
RealisticTripsSettings	int	avg_time_vehicles	
RealisticTripsSettings	float	avg_work_hours_ft_wd	
RealisticTripsSettings	float	avg_work_hours_pt_wd	
RealisticTripsSettings	int	cityServices_avgday_pct	
RealisticTripsSettings	int	cityServices_sat_pct	
RealisticTripsSettings	int	cityServices_sun_pct	
RealisticTripsSettings	int	cityServices_weekday_pct	
RealisticTripsSettings	int	commercial_avgday_pct	
RealisticTripsSettings	int	commercial_sat_pct	
RealisticTripsSettings	int	commercial_sun_pct	
RealisticTripsSettings	int	commercial_weekday_pct	
RealisticTripsSettings	float	commute_top10per	
RealisticTripsSettings	bool	commuter_trips	
RealisticTripsSettings	int	daysPerMonth	
RealisticTripsSettings	float	delay_factor	
RealisticTripsSettings	bool	disable_early_shop_leisure	
RealisticTripsSettings	int	dt_simulation	
RealisticTripsSettings	float	entertainment_avgday	
RealisticTripsSettings	float	entertainment_saturday	
RealisticTripsSettings	float	entertainment_sunday	
RealisticTripsSettings	float	entertainment_weekday	
RealisticTripsSettings	int	evening_share	
RealisticTripsSettings	int	high_school_end_time	
RealisticTripsSettings	int	high_school_start_time	
RealisticTripsSettings	float	holidays_per_year	
RealisticTripsSettings	int	industry_avgday_pct	
RealisticTripsSettings	int	industry_sat_pct	
RealisticTripsSettings	int	industry_sun_pct	
RealisticTripsSettings	int	industry_weekday_pct	
RealisticTripsSettings	int	lunch_break_percentage	
RealisticTripsSettings	int	max_event_avg_day	
RealisticTripsSettings	int	max_event_weekday	
RealisticTripsSettings	int	max_event_weekend	
RealisticTripsSettings	float	meals_avgday	
RealisticTripsSettings	float	meals_saturday	
RealisticTripsSettings	float	meals_sunday	
RealisticTripsSettings	float	meals_weekday	
RealisticTripsSettings	int	min_attraction	
RealisticTripsSettings	int	min_event_avg_day	
RealisticTripsSettings	int	min_event_weekday	
RealisticTripsSettings	int	min_event_weekend	
RealisticTripsSettings	int	night_share	
RealisticTripsSettings	bool	night_trucks	TRUE
RealisticTripsSettings	int	nonday_cityservices_share	
RealisticTripsSettings	int	nonday_commercial_share	
RealisticTripsSettings	int	nonday_industry_share	
RealisticTripsSettings	int	nonday_office_share	
RealisticTripsSettings	int	office_avgday_pct	
RealisticTripsSettings	int	office_sat_pct	
RealisticTripsSettings	int	office_sun_pct	
RealisticTripsSettings	int	office_weekday_pct	
RealisticTripsSettings	float	park_avgday	
RealisticTripsSettings	float	park_saturday	
RealisticTripsSettings	float	park_sunday	
RealisticTripsSettings	float	park_weekday	
RealisticTripsSettings	int	part_time_percentage	
RealisticTripsSettings	bool	peak_spread	
RealisticTripsSettings	int	remote_percentage	
RealisticTripsSettings	int	school_end_time	
RealisticTripsSettings	int	school_lv1_avgday_pct	
RealisticTripsSettings	int	school_lv1_saturday_pct	
RealisticTripsSettings	int	school_lv1_sunday_pct	
RealisticTripsSettings	int	school_lv1_weekday_pct	
RealisticTripsSettings	int	school_lv2_avgday_pct	
RealisticTripsSettings	int	school_lv2_saturday_pct	
RealisticTripsSettings	int	school_lv2_sunday_pct	
RealisticTripsSettings	int	school_lv2_weekday_pct	
RealisticTripsSettings	int	school_lv34_avgday_pct	
RealisticTripsSettings	int	school_lv34_saturday_pct	
RealisticTripsSettings	int	school_lv34_sunday_pct	
RealisticTripsSettings	int	school_lv34_weekday_pct	
RealisticTripsSettings	int	school_start_time	
RealisticTripsSettings	int	school_vacation_month1	
RealisticTripsSettings	int	school_vacation_month2	
RealisticTripsSettings	int	service_expenses_night_reduction	
RealisticTripsSettings	int	settings_choice	
RealisticTripsSettings	float	shopping_avgday	
RealisticTripsSettings	float	shopping_saturday	
RealisticTripsSettings	float	shopping_sunday	
RealisticTripsSettings	float	shopping_weekday	
RealisticTripsSettings	float	slow_time_factor	
RealisticTripsSettings	bool	tourism_trips	
RealisticTripsSettings	int	trafficReduction	
RealisticTripsSettings	float	travel_avgday	
RealisticTripsSettings	float	travel_saturday	
RealisticTripsSettings	float	travel_sunday	
RealisticTripsSettings	float	travel_weekday	
RealisticTripsSettings	int	univ_end_time	
RealisticTripsSettings	int	univ_start_time	
RealisticTripsSettings	bool	use_school_vanilla_timeoff	
RealisticTripsSettings	bool	use_vanilla_timeoff	
RealisticTripsSettings	float	vacation_per_year	
RealisticTripsSettings	int	work_end_time	
RealisticTripsSettings	int	work_start_time	
RealisticWorkplacesAndHouseholdsSettings	int	admin_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	airport_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	clinic_sqm_per_patient	
RealisticWorkplacesAndHouseholdsSettings	int	clinic_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	float	commercial_avg_floor_height	
RealisticWorkplacesAndHouseholdsSettings	bool	commercial_self_service_gas	
RealisticWorkplacesAndHouseholdsSettings	int	commercial_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	commercial_sqm_per_worker_hotel	
RealisticWorkplacesAndHouseholdsSettings	int	commercial_sqm_per_worker_rec_entertainment	
RealisticWorkplacesAndHouseholdsSettings	int	commercial_sqm_per_worker_restaurants	
RealisticWorkplacesAndHouseholdsSettings	int	commercial_sqm_per_worker_supermarket	
RealisticWorkplacesAndHouseholdsSettings	int	depot_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_admin	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_airport	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_cityservices_calculations	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_depot	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_fire	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_garbage	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_high_level_less_apt	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_hospital	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_households_calculations	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_park	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_police	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_postoffice	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_powerplant	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_row_homes_apt_per_floor	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_school	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_transit	
RealisticWorkplacesAndHouseholdsSettings	bool	disable_workplace_calculations	
RealisticWorkplacesAndHouseholdsSettings	int	electricity_consumption_reduction	
RealisticWorkplacesAndHouseholdsSettings	ResetType	evicted_reset_type	
RealisticWorkplacesAndHouseholdsSettings	int	fire_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	garbage_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	float	hh_spawn_speed_rate	
RealisticWorkplacesAndHouseholdsSettings	int	hospital_sqm_per_patient	
RealisticWorkplacesAndHouseholdsSettings	int	hospital_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	bool	increase_power_production	
RealisticWorkplacesAndHouseholdsSettings	int	industry_area_base	
RealisticWorkplacesAndHouseholdsSettings	float	industry_avg_floor_height	
RealisticWorkplacesAndHouseholdsSettings	int	industry_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	noise_factor	
RealisticWorkplacesAndHouseholdsSettings	int	office_elevators_per_sqm	
RealisticWorkplacesAndHouseholdsSettings	int	office_height_base	
RealisticWorkplacesAndHouseholdsSettings	int	office_non_usable_space	
RealisticWorkplacesAndHouseholdsSettings	int	office_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	PacksEnum	pack_choice	
RealisticWorkplacesAndHouseholdsSettings	float	pack_low	
RealisticWorkplacesAndHouseholdsSettings	float	pack_MedHigh	
RealisticWorkplacesAndHouseholdsSettings	float	pack_row_homes	
RealisticWorkplacesAndHouseholdsSettings	int	park_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	police_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	port_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	postoffice_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	float	powerplant_employees_per_gw	
RealisticWorkplacesAndHouseholdsSettings	int	powerplant_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	bool	powerplant_use_employees_per_gw	
RealisticWorkplacesAndHouseholdsSettings	int	prison_non_usable_space	
RealisticWorkplacesAndHouseholdsSettings	int	prison_sqm_per_prisoner	
RealisticWorkplacesAndHouseholdsSettings	int	prisoners_per_officer	
RealisticWorkplacesAndHouseholdsSettings	int	rent_discount	
RealisticWorkplacesAndHouseholdsSettings	float	residential_avg_floor_height	
RealisticWorkplacesAndHouseholdsSettings	int	residential_hallway_space	
RealisticWorkplacesAndHouseholdsSettings	int	residential_l4_reduction	
RealisticWorkplacesAndHouseholdsSettings	int	residential_l5_reduction	
RealisticWorkplacesAndHouseholdsSettings	int	residential_lowdensity_sqm_per_apartment	
RealisticWorkplacesAndHouseholdsSettings	int	residential_sqm_per_apartment	
RealisticWorkplacesAndHouseholdsSettings	int	residential_units_per_elevator	
RealisticWorkplacesAndHouseholdsSettings	int	residential_vacancy_rate	
RealisticWorkplacesAndHouseholdsSettings	int	results_reduction	
RealisticWorkplacesAndHouseholdsSettings	int	rowhomes_apt_per_floor	
RealisticWorkplacesAndHouseholdsSettings	bool	rowhomes_basement	
RealisticWorkplacesAndHouseholdsSettings	int	service_upkeep_reduction	
RealisticWorkplacesAndHouseholdsSettings	bool	single_household_low_density	
RealisticWorkplacesAndHouseholdsSettings	int	solarpowerplant_reduction_factor	
RealisticWorkplacesAndHouseholdsSettings	float	sqm_college_adjuster	
RealisticWorkplacesAndHouseholdsSettings	int	sqm_per_student	
RealisticWorkplacesAndHouseholdsSettings	float	sqm_univ_adjuster	
RealisticWorkplacesAndHouseholdsSettings	int	students_per_teacher	
RealisticWorkplacesAndHouseholdsSettings	float	support_staff	
RealisticWorkplacesAndHouseholdsSettings	int	transit_station_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	warehouse_sqm_per_worker	
RealisticWorkplacesAndHouseholdsSettings	int	water_consumption_reduction	
RealisticWorkplacesAndHouseholdsSettings	bool	zero_park_and_parking_workers	
RealLifeSettings	int	adult_enter_high_school_prob	
RealLifeSettings	int	adult_female_birth_rate_bonus_adjuster	
RealLifeSettings	float	average_household_size	
RealLifeSettings	int	base_birth_rate_adjuster	
RealLifeSettings	int	child_age_limit	
RealLifeSettings	int	child_school_start_age	
RealLifeSettings	int	college_edu_in_univ	
RealLifeSettings	int	college_grad_prob	
RealLifeSettings	int	corpse_vanish	
RealLifeSettings	bool	disable_household_deletion	
RealLifeSettings	int	divorce_rate_adjuster	
RealLifeSettings	int	elementary_grad_prob	
RealLifeSettings	int	enter_high_school_prob	
RealLifeSettings	int	female_adult_age_limit	
RealLifeSettings	int	female_life_expectancy	
RealLifeSettings	int	high_grad_prob	
RealLifeSettings	int	look_for_partner_rate_adjuster	
RealLifeSettings	int	male_adult_age_limit	
RealLifeSettings	int	male_life_expectancy	
RealLifeSettings	int	student_birth_rate_adjuster	
RealLifeSettings	int	teen_age_limit	
RealLifeSettings	int	university_grad_prob	
RealLifeSettings	int	worker_continue_education	
RealLifeSettings	int	years_in_college	
RealLifeSettings	int	years_in_university	
RecolorSettings	ProxyBinding	ActivateColorPainter	
RecolorSettings	bool	AlwaysMinimizedAtGameStart	
RecolorSettings	bool	ColorPainterAutomaticCopyColor	
RecolorSettings	ProxyBinding	FenceSelectorMode	
RecolorSettings	bool	Minimized	
RecolorSettings	bool	MinimizePaletteChooserDuringPlacement	
RecolorSettings	PaletteChooserBehavior	PaletteChooserBehaviorWhenSwitchingPrefab	
RecolorSettings	string	PreviousVersion	
RecolorSettings	string[]	SelectedLocaleCodes	TRUE
RecolorSettings	bool	ShowHexaDecimals	
RecolorSettings	bool	ShowPalettesOptionDuringPlacement	
RecolorSettings	bool	ShowSIPPaletteOptions	
RegionFlagIconsSettings	string	FlagCN	
RegionFlagIconsSettings	string	FlagDE	
RegionFlagIconsSettings	string	FlagEE	
RegionFlagIconsSettings	string	FlagFR	
RegionFlagIconsSettings	string	FlagJP	
RegionFlagIconsSettings	string	FlagNE	
RegionFlagIconsSettings	string	FlagNL	
RegionFlagIconsSettings	string	FlagSW	
RegionFlagIconsSettings	string	FlagUK	
RegionFlagIconsSettings	FlagStyle_NA	NorthAmericanFlagStyle	
RegionFlagIconsSettings	string	RestartGameText	
ResourceLocatorSettings	ColorOption	ColorOption	
ResourceLocatorSettings	DisplayOption	DisplayOption	
ResourceLocatorSettings	bool	IncludeCargoStation	
ResourceLocatorSettings	bool	IncludeCoalPowerPlant	
ResourceLocatorSettings	bool	IncludeEmeregencyShelter	
ResourceLocatorSettings	bool	IncludeGasPowerPlant	
ResourceLocatorSettings	bool	IncludeMedicalFacility	
ResourceLocatorSettings	bool	IncludeRecyclingCenter	
ResourceLocatorSettings	float	OneColorB	
ResourceLocatorSettings	float	OneColorG	
ResourceLocatorSettings	float	OneColorR	
RoadBuilderSettings	ProxyBinding	ApplyMimic	
RoadBuilderSettings	bool	AskToResetRoads	
RoadBuilderSettings	ProxyBinding	CancelMimic	
RoadBuilderSettings	bool	DoNotAddSides	
RoadBuilderSettings	bool	HideArrowsOnThumbnails	
RoadBuilderSettings	bool	HideRoadsFromToolbarByDefault	
RoadBuilderSettings	bool	NoImitateLaneOptionsOnPlace	
RoadBuilderSettings	bool	NoPlaysetIsolation	
RoadBuilderSettings	ProxyBinding	PlaceToggle	
RoadBuilderSettings	bool	RemoveLockRequirements	
RoadBuilderSettings	bool	RemoveSafetyMeasures	
RoadBuilderSettings	bool	SaveUsedRoadsOnly	
RoadBuilderSettings	ProxyBinding	ToolToggle	
RoadBuilderSettings	bool	UnrestrictedLanes	
RoadConstructionEventsSettings	float	ActiveClosureCount	
RoadConstructionEventsSettings	bool	AllowHighwayClosures	
RoadConstructionEventsSettings	bool	AvoidBikeLanes	
RoadConstructionEventsSettings	bool	AvoidMiddleLaneClosures	
RoadConstructionEventsSettings	bool	AvoidOutsideConnections	
RoadConstructionEventsSettings	bool	AvoidParkingAndAccessRoads	
RoadConstructionEventsSettings	bool	BlockLaneConnections	
RoadConstructionEventsSettings	float	CandidateScanLimit	
RoadConstructionEventsSettings	bool	CleanupOrphanedClosuresOnLoad	
RoadConstructionEventsSettings	float	ClosureDurationSeconds	
RoadConstructionEventsSettings	bool	ConditionDrivenClosureCount	
RoadConstructionEventsSettings	float	ConstructionMergeRadiusMeters	
RoadConstructionEventsSettings	float	ConstructionPropCount	
RoadConstructionEventsSettings	bool	EmergencyCorridorEnabled	
RoadConstructionEventsSettings	float	EmergencyCorridorRadiusMeters	
RoadConstructionEventsSettings	float	EmergencyCorridorSideNudge	
RoadConstructionEventsSettings	float	EmergencyCorridorYieldSpeedKmh	
RoadConstructionEventsSettings	bool	Enabled	
RoadConstructionEventsSettings	bool	FullSegmentWorkZones	
RoadConstructionEventsSettings	bool	HardLaneClosure	
RoadConstructionEventsSettings	bool	IncludeEquipmentProps	
RoadConstructionEventsSettings	bool	MergeNearbyConstructionSites	
RoadConstructionEventsSettings	float	MinimumRoadLengthMeters	
RoadConstructionEventsSettings	float	RandomSeed	
RoadConstructionEventsSettings	float	ReopenCooldownSeconds	
RoadConstructionEventsSettings	bool	RequireMultipleCarLanes	
RoadConstructionEventsSettings	bool	RestoreWhenDisabled	
RoadConstructionEventsSettings	float	RoadConditionClosureThreshold	
RoadConstructionEventsSettings	bool	ShowClosureIcons	
RoadConstructionEventsSettings	bool	ShowConstructionProps	
RoadConstructionEventsSettings	bool	ShowConstructionSupportVehicle	
RoadConstructionEventsSettings	bool	ShowPoliceSupportVehicle	
RoadConstructionEventsSettings	bool	ShowRoadDamageVisuals	
RoadConstructionEventsSettings	bool	SingleLaneOnly	
RoadConstructionEventsSettings	float	SupportArrivalTimeoutSeconds	
RoadConstructionEventsSettings	bool	TemporaryAlternatingSignals	
RoadConstructionEventsSettings	float	TimeBetweenStartsSeconds	
RoadConstructionEventsSettings	bool	UseBottleneckIcon	
RoadConstructionEventsSettings	bool	UseForbiddenPathCost	
RoadConstructionEventsSettings	bool	UseFullLaneBlockage	
RoadConstructionEventsSettings	bool	UseGeneratedConstructionProps	
RoadConstructionEventsSettings	bool	UsePhysicalLaneBlockers	
RoadConstructionEventsSettings	bool	UseRoadConditionSelection	
RoadConstructionEventsSettings	bool	WaitForSupportBeforeTrafficControl	
RoadNameRemoverSettings	bool	HideAlleyNames	
RoadNameRemoverSettings	bool	HideBridgeNames	
RoadNameRemoverSettings	bool	HideDamNames	
RoadNameRemoverSettings	bool	HideDistrictNames	
RoadNameRemoverSettings	bool	HideHighwayNames	
RoadNameRemoverSettings	bool	HideStreetNames	
RoadPrecisionSettings	int	AngleDecimalPlaces	
RoadPrecisionSettings	int	DistanceDecimalPlaces	
RoadPrecisionSettings	bool	EnableFloatAngle	
RoadPrecisionSettings	bool	EnableFloatDistance	
RoadWearAdjusterSettings	bool	BicycleLaneOverrideEnable	
RoadWearAdjusterSettings	float	BicycleLaneTextureBrightness	
RoadWearAdjusterSettings	float	BicycleLaneTextureHue	
RoadWearAdjusterSettings	float	BicycleLaneTextureOpacity	
RoadWearAdjusterSettings	float	BicycleLaneTextureSmoothness	
RoadWearAdjusterSettings	TextureVariantEnum	BicycleLaneTextureVariant	
RoadWearAdjusterSettings	bool	BusLaneOverrideEnable	
RoadWearAdjusterSettings	float	BusLaneTextureBrightness	
RoadWearAdjusterSettings	float	BusLaneTextureHue	
RoadWearAdjusterSettings	float	BusLaneTextureOpacity	
RoadWearAdjusterSettings	float	BusLaneTextureSmoothness	
RoadWearAdjusterSettings	TextureVariantEnum	BusLaneTextureVariant	
RoadWearAdjusterSettings	bool	CarRoadWearOverrideEnable	
RoadWearAdjusterSettings	float	CarRoadWearTextureBrightness	
RoadWearAdjusterSettings	float	CarRoadWearTextureOpacity	
RoadWearAdjusterSettings	float	CarRoadWearTextureSmoothness	
RoadWearAdjusterSettings	TextureVariantEnum	CarRoadWearTextureVariant	
RoadWearAdjusterSettings	bool	GravelRoadWearOverrideEnable	
RoadWearAdjusterSettings	float	GravelRoadWearTextureBrightness	
RoadWearAdjusterSettings	float	GravelRoadWearTextureOpacity	
RoadWearAdjusterSettings	float	GravelRoadWearTextureSmoothness	
RoadWearAdjusterSettings	TextureVariantEnum	GravelRoadWearTextureVariant	
RoadWearAdjusterSettings	float	TextureBrightness	
RoadWearAdjusterSettings	float	TextureOpacity	
RoadWearAdjusterSettings	float	TextureSmoothness	
RoadWearAdjusterSettings	int	TextureVariant	
RoadWearToolToggleSettings	bool	Enabled	
ServiceCimsSettings	int	DispatchIntervalMinutes	
ServiceCimsSettings	int	MaintenanceThresholdPercent	
ServiceCimsSettings	int	MaxVolunteersPerDispatch	
ServiceCimsSettings	int	MinFailureCount	
ShowMoreHappinessSettings	int	MaximumFactors	
ShowMoreHappinessSettings	PositiveNegativeValuesChoice	PositiveNegativeValues	
ShowMoreHappinessSettings	bool	ShowZeroValues	
ShowMoreHappinessSettings	SortDirectionChoice	SortDirection	
SimpleBrushSettings	bool	InfiniteFertility	
SimpleBrushSettings	bool	InfiniteFish	
SimpleBrushSettings	bool	InfiniteOil	
SimpleBrushSettings	bool	InfiniteOre	
SimpleModCheckerSettings	bool	AutoCleanUpOldVersions	TRUE
